FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,Latitude,Longitude
MCMV.10220,SP,Ita�,Faixa 1,CCFGTS,46804,1,1,100,Caixa,,-49.092,-23.42128999999983
MCMV.10221,SP,Ita�,Faixa 2,CCFGTS,391721,5,5,100,Caixa,,-49.092,-23.42128999999983
MCMV.10222,SP,Ita�,Faixa 2,CCFGTS,98733.4,1,1,100,Caixa,,-49.092,-23.42128999999983
MCMV.10223,SP,Itajobi,Faixa 1,CCFGTS,1096810,16,16,100,Caixa,,-49.06286299999988,-21.31229
MCMV.10224,SP,Itajobi,Faixa 1,CCFGTS,1753220,23,23,100,Caixa,,-49.06286299999988,-21.31229
MCMV.10225,SP,Itajobi,Faixa 2,CCFGTS,2749880,37,37,100,Caixa,,-49.06286299999988,-21.31229
MCMV.10226,SP,Itajobi,Faixa 2,CCFGTS,1906660,22,22,100,Caixa,,-49.06286299999988,-21.31229
MCMV.10227,SP,Itaju,Faixa 2,CCFGTS,75034.6,1,1,100,Caixa,,-48.811549,-21.98569099999986
MCMV.10211,SP,Irapuru,Faixa 1,CCFGTS,62896.9,0,0,100,Caixa,,-51.347171,-21.56839
MCMV.10212,SP,Irapuru,Faixa 2,CCFGTS,79666.9,1,1,100,Caixa,,-51.347171,-21.56839
MCMV.10213,SP,Irapuru,Faixa 2,CCFGTS,64149.9,0,0,100,Caixa,,-51.347171,-21.56839
MCMV.10214,SP,Irapuru,Faixa 1,Oferta Publica,390000,0,0,39.1667,BANCO TRICURY,,-51.347171,-21.56839
MCMV.10215,SP,Itaber�,Faixa 1,CCFGTS,109957,0,0,100,Caixa,,-49.13998699999985,-23.863827
MCMV.10216,SP,Itaber�,Faixa 2,CCFGTS,144874,2,2,100,Caixa,,-49.13998699999985,-23.863827
MCMV.10217,SP,Itaber�,Faixa 1,Rural,428400,0,0,93.73,Caixa,,-49.13998699999985,-23.863827
MCMV.10218,SP,Itaber�,Faixa 1,Rural,1029420,50,50,100,Caixa,,-49.13998699999985,-23.863827
MCMV.10202,SP,Iracem�polis,Faixa 1,CCFGTS,64965,1,1,100,Caixa,,-47.522962999999834,-22.583234
MCMV.10203,SP,Iracem�polis,Faixa 1,CCFGTS,61964.8,0,0,100,Caixa,,-47.522962999999834,-22.583234
MCMV.10204,SP,Iracem�polis,Faixa 2,CCFGTS,1300790,17,17,100,Caixa,,-47.522962999999834,-22.583234
MCMV.10205,SP,Iracem�polis,Faixa 2,CCFGTS,217222,3,3,100,Caixa,,-47.522962999999834,-22.583234
MCMV.10206,SP,Iracem�polis,Faixa 3,CCFGTS,55143.5,1,1,100,Caixa,,-47.522962999999834,-22.583234
MCMV.10207,SP,Irapu�,Faixa 1,CCFGTS,140585,2,2,100,Caixa,,-49.4164,-21.276831999999843
MCMV.10208,SP,Irapu�,Faixa 1,CCFGTS,167473,2,2,100,Caixa,,-49.4164,-21.276831999999843
MCMV.10209,SP,Irapu�,Faixa 2,CCFGTS,284702,4,4,100,Caixa,,-49.4164,-21.276831999999843
MCMV.10210,SP,Irapu�,Faixa 2,CCFGTS,404968,5,5,100,Caixa,,-49.4164,-21.276831999999843
MCMV.10197,SP,Ipu�,Faixa 1,CCFGTS,475276,8,8,100,Caixa,,-48.067027,-20.41686
MCMV.10198,SP,Ipu�,Faixa 1,CCFGTS,383888,6,6,100,Caixa,,-48.067027,-20.41686
MCMV.10199,SP,Ipu�,Faixa 2,CCFGTS,1402560,20,20,100,Caixa,,-48.067027,-20.41686
MCMV.10200,SP,Ipu�,Faixa 2,CCFGTS,1632570,24,24,100,Caixa,,-48.067027,-20.41686
MCMV.10201,SP,Ipu�,Faixa 3,CCFGTS,30820.2,1,1,100,Caixa,,-48.067027,-20.41686
MCMV.10191,SP,Ipigu�,Faixa 1,CCFGTS,116729,2,2,100,Caixa,,-49.384160999999835,-20.65573399999988
MCMV.10192,SP,Ipigu�,Faixa 1,CCFGTS,166278,2,2,100,Caixa,,-49.384160999999835,-20.65573399999988
MCMV.10193,SP,Ipigu�,Faixa 2,CCFGTS,274829,4,4,100,Caixa,,-49.384160999999835,-20.65573399999988
MCMV.10194,SP,Ipigu�,Faixa 2,CCFGTS,416922,6,6,100,Caixa,,-49.384160999999835,-20.65573399999988
MCMV.10195,SP,Ipigu�,Faixa 3,CCFGTS,80000,1,1,100,Caixa,,-49.384160999999835,-20.65573399999988
MCMV.10196,SP,Iporanga,Faixa 1,Rural,215220,0,0,1,Caixa,,-48.59712,-24.584717999999896
MCMV.10186,SP,Ipe�na,Faixa 1,CCFGTS,412463,6,6,100,Caixa,,-47.71509,-22.435513
MCMV.10187,SP,Ipe�na,Faixa 1,CCFGTS,207308,2,2,100,Caixa,,-47.71509,-22.435513
MCMV.10188,SP,Ipe�na,Faixa 2,CCFGTS,1569180,20,20,100,Caixa,,-47.71509,-22.435513
MCMV.10189,SP,Ipe�na,Faixa 2,CCFGTS,696562,8,8,100,Caixa,,-47.71509,-22.435513
MCMV.10190,SP,Ipe�na,Faixa 2,CCFGTS,2937340,0,0,94.05,Caixa,,-47.71509,-22.435513
MCMV.10179,SP,Iper�,Faixa 1,CCFGTS,142264,3,3,100,Caixa,,-47.69272,-23.3513
MCMV.10180,SP,Iper�,Faixa 2,CCFGTS,630801,9,9,100,Caixa,,-47.69272,-23.3513
MCMV.10181,SP,Iper�,Faixa 2,CCFGTS,411078,4,4,100,Caixa,,-47.69272,-23.3513
MCMV.10182,SP,Iper�,Faixa 3,CCFGTS,134979,2,2,100,Caixa,,-47.69272,-23.3513
MCMV.10183,SP,Iper�,Faixa 3,CCFGTS,54620,0,0,100,Caixa,,-47.69272,-23.3513
MCMV.10184,SP,Iper�,Faixa 1,Oferta Publica,368000,0,0,34,BICBANCO,,-47.69272,-23.3513
MCMV.10185,SP,Iper�,Faixa 1,Oferta Publica,16000,0,0,34,BICBANCO,,-47.69272,-23.3513
MCMV.10175,SP,Ipaussu,Faixa 1,CCFGTS,112662,2,2,100,Caixa,,-49.62791099999987,-23.05753
MCMV.10176,SP,Ipaussu,Faixa 1,CCFGTS,213470,2,2,100,Caixa,,-49.62791099999987,-23.05753
MCMV.10177,SP,Ipaussu,Faixa 2,CCFGTS,366740,5,5,100,Caixa,,-49.62791099999987,-23.05753
MCMV.10178,SP,Ipaussu,Faixa 2,CCFGTS,946460,9,9,100,Caixa,,-49.62791099999987,-23.05753
MCMV.10166,SP,Indiana,Faixa 1,CCFGTS,122068,2,2,100,Caixa,,-51.255467,-22.173779
MCMV.10167,SP,Indiana,Faixa 1,CCFGTS,315044,5,5,100,Caixa,,-51.255467,-22.173779
MCMV.10168,SP,Indiana,Faixa 2,CCFGTS,585942,7,7,100,Caixa,,-51.255467,-22.173779
MCMV.10169,SP,Indiana,Faixa 2,CCFGTS,576826,7,7,100,Caixa,,-51.255467,-22.173779
MCMV.10170,SP,Indiana,Faixa 3,CCFGTS,69327.9,1,1,100,Caixa,,-51.255467,-22.173779
MCMV.10171,SP,In�bia Paulista,Faixa 1,CCFGTS,257606,5,5,100,Caixa,,-50.96327,-21.769470999999896
MCMV.10172,SP,In�bia Paulista,Faixa 1,CCFGTS,243601,5,5,100,Caixa,,-50.96327,-21.769470999999896
MCMV.10173,SP,In�bia Paulista,Faixa 2,CCFGTS,302476,5,5,100,Caixa,,-50.96327,-21.769470999999896
MCMV.10174,SP,In�bia Paulista,Faixa 2,CCFGTS,395965,3,3,100,Caixa,,-50.96327,-21.769470999999896
MCMV.10155,SP,Indaiatuba,Faixa 1,CCFGTS,2767880,35,35,100,Caixa,,-47.21009,-23.08159
MCMV.10156,SP,Indaiatuba,Faixa 1,CCFGTS,1018750,20,20,100,Caixa,,-47.21009,-23.08159
MCMV.10157,SP,Indaiatuba,Faixa 2,CCFGTS,14502300,150,150,100,Caixa,,-47.21009,-23.08159
MCMV.10158,SP,Indaiatuba,Faixa 2,CCFGTS,10125300,119,119,100,Caixa,,-47.21009,-23.08159
MCMV.10159,SP,Indaiatuba,Faixa 3,CCFGTS,2644640,32,32,100,Caixa,,-47.21009,-23.08159
MCMV.10160,SP,Indaiatuba,Faixa 3,CCFGTS,4123170,37,37,100,Caixa,,-47.21009,-23.08159
MCMV.10161,SP,Indaiatuba,Faixa 2,CCFGTS,6748500,0,0,88.9,Caixa,,-47.21009,-23.08159
MCMV.10162,SP,Indaiatuba,Faixa 2,CCFGTS,8639780,0,0,89.36,Caixa,,-47.21009,-23.08159
MCMV.10163,SP,Indaiatuba,Faixa 2,CCFGTS,11465800,0,0,90.85,Caixa,,-47.21009,-23.08159
MCMV.10164,SP,Indaiatuba,Faixa 2,CCFGTS,3871910,0,0,91.91,Caixa,,-47.21009,-23.08159
MCMV.10165,SP,Indaiatuba,Faixa 2,CCFGTS,34714500,306,0,95,Caixa,,-47.21009,-23.08159
MCMV.10147,SP,Iguape,Faixa 3,CCFGTS,41844.5,1,1,100,Caixa,,-47.55366,-24.69901
MCMV.10148,SP,Ilha Comprida,Faixa 1,CCFGTS,209011,4,4,100,Caixa,,-47.538274999999885,-24.730743
MCMV.10149,SP,Ilha Comprida,Faixa 1,CCFGTS,139460,1,1,100,Caixa,,-47.538274999999885,-24.730743
MCMV.10150,SP,Ilha Comprida,Faixa 2,CCFGTS,181272,3,3,100,Caixa,,-47.538274999999885,-24.730743
MCMV.10151,SP,Ilha Comprida,Faixa 2,CCFGTS,124969,1,1,100,Caixa,,-47.538274999999885,-24.730743
MCMV.10152,SP,Ilha Solteira,Faixa 2,CCFGTS,773045,10,10,100,Caixa,,-51.3425519999999,-20.43263
MCMV.10153,SP,Ilha Solteira,Faixa 2,CCFGTS,465450,2,2,100,Caixa,,-51.3425519999999,-20.43263
MCMV.10154,SP,Ilha Solteira,Faixa 3,CCFGTS,66000,1,1,100,Caixa,,-51.3425519999999,-20.43263
MCMV.10137,SP,Igarapava,Faixa 1,CCFGTS,775675,11,11,100,Caixa,,-47.746575999999834,-20.04068699999982
MCMV.10138,SP,Igarapava,Faixa 2,CCFGTS,2017980,27,27,100,Caixa,,-47.746575999999834,-20.04068699999982
MCMV.10139,SP,Igarapava,Faixa 2,CCFGTS,1159950,14,14,100,Caixa,,-47.746575999999834,-20.04068699999982
MCMV.10140,SP,Igarapava,Faixa 3,CCFGTS,60988.8,1,1,100,Caixa,,-47.746575999999834,-20.04068699999982
MCMV.10141,SP,Igarat�,Faixa 1,Oferta Publica,325000,0,0,10,BANCO LUSO BRASILEIRO,,-46.15698,-23.20366
MCMV.10142,SP,Igarat�,Faixa 1,Oferta Publica,65000,0,0,10,BANCO LUSO BRASILEIRO,,-46.15698,-23.20366
MCMV.10143,SP,Iguape,Faixa 1,CCFGTS,247854,4,4,100,Caixa,,-47.55366,-24.69901
MCMV.10144,SP,Iguape,Faixa 1,CCFGTS,426728,9,9,100,Caixa,,-47.55366,-24.69901
MCMV.10145,SP,Iguape,Faixa 2,CCFGTS,614838,10,10,100,Caixa,,-47.55366,-24.69901
MCMV.10146,SP,Iguape,Faixa 2,CCFGTS,837980,9,9,100,Caixa,,-47.55366,-24.69901
MCMV.10104,SP,Ibat�,Faixa 2,CCFGTS,1053670,13,13,100,Caixa,,-47.98821,-21.95836
MCMV.10132,SP,Igara�u do Tiet�,Faixa 1,CCFGTS,3240170,54,54,100,Caixa,,-48.55967,-22.50904399999979
MCMV.10133,SP,Igara�u do Tiet�,Faixa 1,CCFGTS,1367990,13,13,100,Caixa,,-48.55967,-22.50904399999979
MCMV.10134,SP,Igara�u do Tiet�,Faixa 2,CCFGTS,3994220,60,60,100,Caixa,,-48.55967,-22.50904399999979
MCMV.10135,SP,Igara�u do Tiet�,Faixa 2,CCFGTS,1695850,18,18,100,Caixa,,-48.55967,-22.50904399999979
MCMV.10136,SP,Igarapava,Faixa 1,CCFGTS,694018,11,11,100,Caixa,,-47.746575999999834,-20.04068699999982
MCMV.10123,SP,Ibi�na,Faixa 1,CCFGTS,752610,10,10,100,Caixa,,-47.223037,-23.65961
MCMV.10124,SP,Ibi�na,Faixa 1,CCFGTS,652011,12,12,100,Caixa,,-47.223037,-23.65961
MCMV.10125,SP,Ibi�na,Faixa 2,CCFGTS,1518810,19,19,100,Caixa,,-47.223037,-23.65961
MCMV.10126,SP,Ibi�na,Faixa 2,CCFGTS,3206910,42,42,100,Caixa,,-47.223037,-23.65961
MCMV.10127,SP,Ibi�na,Faixa 3,CCFGTS,69200,1,1,100,Caixa,,-47.223037,-23.65961
MCMV.10128,SP,Ic�m,Faixa 2,CCFGTS,241604,3,3,100,Caixa,,-49.191546,-20.339067
MCMV.10129,SP,Ic�m,Faixa 2,CCFGTS,48842.8,0,0,100,Caixa,,-49.191546,-20.339067
MCMV.10130,SP,Iep�,Faixa 1,CCFGTS,65251.3,1,1,100,Caixa,,-51.07788099999988,-22.660164999999893
MCMV.10131,SP,Iep�,Faixa 1,Oferta Publica,377000,0,0,39,BICBANCO,,-51.07788099999988,-22.660164999999893
MCMV.10115,SP,Ibitinga,Faixa 1,CCFGTS,3526730,61,61,100,Caixa,,-48.83190299999984,-21.75623
MCMV.10116,SP,Ibitinga,Faixa 1,CCFGTS,1087110,20,20,100,Caixa,,-48.83190299999984,-21.75623
MCMV.10117,SP,Ibitinga,Faixa 2,CCFGTS,3706120,55,55,100,Caixa,,-48.83190299999984,-21.75623
MCMV.10118,SP,Ibitinga,Faixa 2,CCFGTS,1478790,18,18,100,Caixa,,-48.83190299999984,-21.75623
MCMV.10119,SP,Ibitinga,Faixa 1,FAR,10475500,0,0,72.75,Caixa,,-48.83190299999984,-21.75623
MCMV.10120,SP,Ibitinga,Faixa 2,CCFGTS,1869260,0,0,68.85,Caixa,,-48.83190299999984,-21.75623
MCMV.10121,SP,Ibitinga,Faixa 2,CCFGTS,3056710,0,0,94.85,Caixa,,-48.83190299999984,-21.75623
MCMV.10122,SP,Ibitinga,Faixa 2,CCFGTS,10485300,200,197,100,Caixa,,-48.83190299999984,-21.75623
MCMV.10107,SP,Ibir�,Faixa 1,CCFGTS,567079,9,9,100,Caixa,,-49.24483,-21.083031999999832
MCMV.10108,SP,Ibir�,Faixa 1,CCFGTS,1457930,19,19,100,Caixa,,-49.24483,-21.083031999999832
MCMV.10109,SP,Ibir�,Faixa 2,CCFGTS,3001320,40,40,100,Caixa,,-49.24483,-21.083031999999832
MCMV.10110,SP,Ibir�,Faixa 2,CCFGTS,2946750,34,34,100,Caixa,,-49.24483,-21.083031999999832
MCMV.10111,SP,Ibir�,Faixa 1,Oferta Publica,390000,0,0,10,BANCO LUSO BRASILEIRO,,-49.24483,-21.083031999999832
MCMV.10112,SP,Ibirarema,Faixa 1,CCFGTS,246841,2,2,100,Caixa,,-50.0739,-22.81853699999982
MCMV.10113,SP,Ibirarema,Faixa 2,CCFGTS,159229,3,3,100,Caixa,,-50.0739,-22.81853699999982
MCMV.10114,SP,Ibirarema,Faixa 2,CCFGTS,600105,6,6,100,Caixa,,-50.0739,-22.81853699999982
MCMV.10102,SP,Ibat�,Faixa 1,CCFGTS,71534.6,1,1,100,Caixa,,-47.98821,-21.95836
MCMV.10103,SP,Ibat�,Faixa 1,CCFGTS,62022.1,1,1,100,Caixa,,-47.98821,-21.95836
MCMV.10105,SP,Ibat�,Faixa 2,CCFGTS,965599,12,12,100,Caixa,,-47.98821,-21.95836
MCMV.10106,SP,Ibat�,Faixa 1,Oferta Publica,960000,60,59,100,BANCO TRICURY,,-47.98821,-21.95836
MCMV.10091,SP,Hortol�ndia,Faixa 3,CCFGTS,29981600,297,0,95,Caixa,,-47.214258999999856,-22.85285
MCMV.10092,SP,Hortol�ndia,Faixa 3,CCFGTS,10550000,211,125,100,Caixa,,-47.214258999999856,-22.85285
MCMV.10093,SP,Iacanga,Faixa 1,CCFGTS,357907,6,6,100,Caixa,,-49.030959,-21.889645999999857
MCMV.10094,SP,Iacanga,Faixa 1,CCFGTS,658050,13,13,100,Caixa,,-49.030959,-21.889645999999857
MCMV.10095,SP,Iacanga,Faixa 2,CCFGTS,795885,13,13,100,Caixa,,-49.030959,-21.889645999999857
MCMV.10096,SP,Iacanga,Faixa 2,CCFGTS,638830,11,11,100,Caixa,,-49.030959,-21.889645999999857
MCMV.10097,SP,Iacri,Faixa 2,CCFGTS,85018.9,1,1,100,Caixa,,-50.69315199999983,-21.857199
MCMV.10098,SP,Iacri,Faixa 2,CCFGTS,71100,1,1,100,Caixa,,-50.69315199999983,-21.857199
MCMV.10099,SP,Iaras,Faixa 1,CCFGTS,47100,1,1,100,Caixa,,-49.16338,-22.868199
MCMV.10100,SP,Iaras,Faixa 2,CCFGTS,185126,3,3,100,Caixa,,-49.16338,-22.868199
MCMV.10101,SP,Iaras,Faixa 2,CCFGTS,292252,4,4,100,Caixa,,-49.16338,-22.868199
MCMV.10075,SP,Hortol�ndia,Faixa 1,CCFGTS,1341330,17,17,100,Caixa,,-47.214258999999856,-22.85285
MCMV.10076,SP,Hortol�ndia,Faixa 1,CCFGTS,1757440,31,31,100,Caixa,,-47.214258999999856,-22.85285
MCMV.10077,SP,Hortol�ndia,Faixa 2,CCFGTS,11441600,118,118,100,Caixa,,-47.214258999999856,-22.85285
MCMV.10078,SP,Hortol�ndia,Faixa 2,CCFGTS,14822000,177,177,100,Caixa,,-47.214258999999856,-22.85285
MCMV.10079,SP,Hortol�ndia,Faixa 3,CCFGTS,1448310,16,16,100,Caixa,,-47.214258999999856,-22.85285
MCMV.10080,SP,Hortol�ndia,Faixa 3,CCFGTS,5182160,50,50,100,Caixa,,-47.214258999999856,-22.85285
MCMV.10081,SP,Hortol�ndia,Faixa 1,FAR,17700000,0,0,14.42,Caixa,,-47.214258999999856,-22.85285
MCMV.10082,SP,Hortol�ndia,Faixa 1,FAR,17700000,0,0,14.44,Caixa,,-47.214258999999856,-22.85285
MCMV.10083,SP,Hortol�ndia,Faixa 1,FAR,13515400,0,0,94.68,Caixa,,-47.214258999999856,-22.85285
MCMV.10084,SP,Hortol�ndia,Faixa 1,FAR,12474900,240,0,95.19,Caixa,,-47.214258999999856,-22.85285
MCMV.10085,SP,Hortol�ndia,Faixa 2,CCFGTS,8173780,0,0,0,Caixa,,-47.214258999999856,-22.85285
MCMV.10086,SP,Hortol�ndia,Faixa 3,CCFGTS,65095900,0,0,0,Caixa,,-47.214258999999856,-22.85285
MCMV.10087,SP,Hortol�ndia,Faixa 3,CCFGTS,19954000,0,0,31.23,Caixa,,-47.214258999999856,-22.85285
MCMV.10088,SP,Hortol�ndia,Faixa 3,CCFGTS,1400000,0,0,61.47,Caixa,,-47.214258999999856,-22.85285
MCMV.10089,SP,Hortol�ndia,Faixa 3,CCFGTS,8800000,0,0,88.29,Caixa,,-47.214258999999856,-22.85285
MCMV.10090,SP,Hortol�ndia,Faixa 3,CCFGTS,8800000,0,0,90.27,Caixa,,-47.214258999999856,-22.85285
MCMV.10066,SP,Hercul�ndia,Faixa 1,CCFGTS,51034.6,1,1,100,Caixa,,-50.390734,-22.0038
MCMV.10067,SP,Hercul�ndia,Faixa 1,CCFGTS,123448,0,0,100,Caixa,,-50.390734,-22.0038
MCMV.10068,SP,Hercul�ndia,Faixa 2,CCFGTS,122846,2,2,100,Caixa,,-50.390734,-22.0038
MCMV.10069,SP,Hercul�ndia,Faixa 2,CCFGTS,66142,0,0,100,Caixa,,-50.390734,-22.0038
MCMV.10070,SP,Holambra,Faixa 1,CCFGTS,375866,5,5,100,Caixa,,-47.0486939999999,-22.640512999999885
MCMV.10071,SP,Holambra,Faixa 1,CCFGTS,200335,4,4,100,Caixa,,-47.0486939999999,-22.640512999999885
MCMV.10072,SP,Holambra,Faixa 2,CCFGTS,682218,9,9,100,Caixa,,-47.0486939999999,-22.640512999999885
MCMV.10073,SP,Holambra,Faixa 2,CCFGTS,987616,10,10,100,Caixa,,-47.0486939999999,-22.640512999999885
MCMV.10074,SP,Holambra,Faixa 3,CCFGTS,30713.8,1,1,100,Caixa,,-47.0486939999999,-22.640512999999885
MCMV.10057,SP,Guarulhos,Faixa 3,CCFGTS,34000000,0,0,93.7,Caixa,,-46.53334699999988,-23.45376
MCMV.10058,SP,Guarulhos,Faixa 3,CCFGTS,32345200,644,0,95,Caixa,,-46.53334699999988,-23.45376
MCMV.10059,SP,Guarulhos,Faixa 3,CCFGTS,7890160,96,0,99,Caixa,,-46.53334699999988,-23.45376
MCMV.10060,SP,Guarulhos,Faixa 3,CCFGTS,35200000,704,695,100,Caixa,,-46.53334699999988,-23.45376
MCMV.10061,SP,Guatapar�,Faixa 1,CCFGTS,108398,2,2,100,Caixa,,-47.97975,-21.453150999999878
MCMV.10062,SP,Guatapar�,Faixa 1,CCFGTS,87748.9,2,2,100,Caixa,,-47.97975,-21.453150999999878
MCMV.10063,SP,Guatapar�,Faixa 2,CCFGTS,168560,4,4,100,Caixa,,-47.97975,-21.453150999999878
MCMV.10064,SP,Guatapar�,Faixa 2,CCFGTS,290107,4,4,100,Caixa,,-47.97975,-21.453150999999878
MCMV.10065,SP,Guzol�ndia,Faixa 1,CCFGTS,56000,1,1,100,Caixa,,-50.66450499999985,-20.646678999999835
MCMV.10027,SP,Guarulhos,Faixa 1,CCFGTS,5157120,67,67,100,Caixa,,-46.53334699999988,-23.45376
MCMV.10028,SP,Guarulhos,Faixa 1,CCFGTS,3656460,83,83,100,Caixa,,-46.53334699999988,-23.45376
MCMV.10029,SP,Guarulhos,Faixa 2,CCFGTS,47411300,504,504,100,Caixa,,-46.53334699999988,-23.45376
MCMV.10030,SP,Guarulhos,Faixa 2,CCFGTS,26887300,354,354,100,Caixa,,-46.53334699999988,-23.45376
MCMV.10031,SP,Guarulhos,Faixa 3,CCFGTS,70992000,920,920,100,Banco do Brasil,,-46.53334699999988,-23.45376
MCMV.10032,SP,Guarulhos,Faixa 3,CCFGTS,11380100,138,138,100,Caixa,,-46.53334699999988,-23.45376
MCMV.10033,SP,Guarulhos,Faixa 3,CCFGTS,11862500,124,124,100,Caixa,,-46.53334699999988,-23.45376
MCMV.10034,SP,Guarulhos,Faixa 1,Entidades,11332200,0,0,55.82,Caixa,,-46.53334699999988,-23.45376
MCMV.10035,SP,Guarulhos,Faixa 1,FAR,94898500,0,0,6.32,Caixa,,-46.53334699999988,-23.45376
MCMV.10036,SP,Guarulhos,Faixa 1,FAR,30123600,0,0,88.4,Caixa,,-46.53334699999988,-23.45376
MCMV.10037,SP,Guarulhos,Faixa 1,FAR,21801900,0,0,89.72,Caixa,,-46.53334699999988,-23.45376
MCMV.10038,SP,Guarulhos,Faixa 1,FAR,25999800,0,0,93.18,Caixa,,-46.53334699999988,-23.45376
MCMV.10039,SP,Guarulhos,Faixa 1,FAR,10398900,200,0,98.16,Caixa,,-46.53334699999988,-23.45376
MCMV.10040,SP,Guarulhos,Faixa 2,CCFGTS,32150000,0,0,0,Caixa,,-46.53334699999988,-23.45376
MCMV.10041,SP,Guarulhos,Faixa 2,CCFGTS,8100000,0,0,39.11,Caixa,,-46.53334699999988,-23.45376
MCMV.10042,SP,Guarulhos,Faixa 2,CCFGTS,12000000,0,0,52.47,Caixa,,-46.53334699999988,-23.45376
MCMV.10043,SP,Guarulhos,Faixa 2,CCFGTS,7900000,0,0,57.71,Caixa,,-46.53334699999988,-23.45376
MCMV.10044,SP,Guarulhos,Faixa 2,CCFGTS,20000000,0,0,59,Caixa,,-46.53334699999988,-23.45376
MCMV.10045,SP,Guarulhos,Faixa 2,CCFGTS,51600000,0,0,64.31,Caixa,,-46.53334699999988,-23.45376
MCMV.10046,SP,Guarulhos,Faixa 2,CCFGTS,12000000,0,0,74.03,Caixa,,-46.53334699999988,-23.45376
MCMV.10047,SP,Guarulhos,Faixa 2,CCFGTS,20750000,0,0,74.74,Caixa,,-46.53334699999988,-23.45376
MCMV.10048,SP,Guarulhos,Faixa 2,CCFGTS,4700000,94,73,95,Caixa,,-46.53334699999988,-23.45376
MCMV.10049,SP,Guarulhos,Faixa 3,CCFGTS,51898000,0,0,1,Caixa,,-46.53334699999988,-23.45376
MCMV.10050,SP,Guarulhos,Faixa 3,CCFGTS,35754800,0,0,49.87,Caixa,,-46.53334699999988,-23.45376
MCMV.10051,SP,Guarulhos,Faixa 3,CCFGTS,14040000,0,0,59.47,Caixa,,-46.53334699999988,-23.45376
MCMV.10052,SP,Guarulhos,Faixa 3,CCFGTS,9490000,0,0,67.81,Caixa,,-46.53334699999988,-23.45376
MCMV.10053,SP,Guarulhos,Faixa 3,CCFGTS,44600000,0,0,68.97,Caixa,,-46.53334699999988,-23.45376
MCMV.10054,SP,Guarulhos,Faixa 3,CCFGTS,10800000,0,0,74.69,Caixa,,-46.53334699999988,-23.45376
MCMV.10055,SP,Guarulhos,Faixa 3,CCFGTS,28000000,0,0,81.51,Caixa,,-46.53334699999988,-23.45376
MCMV.10056,SP,Guarulhos,Faixa 3,CCFGTS,21000000,0,0,93.46,Caixa,,-46.53334699999988,-23.45376
MCMV.10021,SP,Guaruj�,Faixa 1,CCFGTS,1145090,15,15,100,Caixa,,-46.25796,-23.98879799999986
MCMV.10022,SP,Guaruj�,Faixa 1,CCFGTS,312997,5,5,100,Caixa,,-46.25796,-23.98879799999986
MCMV.10023,SP,Guaruj�,Faixa 2,CCFGTS,6497790,84,84,100,Caixa,,-46.25796,-23.98879799999986
MCMV.10024,SP,Guaruj�,Faixa 2,CCFGTS,3145480,34,34,100,Caixa,,-46.25796,-23.98879799999986
MCMV.10025,SP,Guaruj�,Faixa 3,CCFGTS,832194,13,13,100,Caixa,,-46.25796,-23.98879799999986
MCMV.10026,SP,Guaruj�,Faixa 3,CCFGTS,1522690,14,14,100,Caixa,,-46.25796,-23.98879799999986
MCMV.10013,SP,Guaratinguet�,Faixa 2,CCFGTS,4282240,91,91,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10014,SP,Guaratinguet�,Faixa 3,CCFGTS,4350000,87,83,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10015,SP,Guare�,Faixa 2,CCFGTS,70034.6,1,1,100,Caixa,,-48.183714999999836,-23.37136
MCMV.10016,SP,Guariba,Faixa 1,CCFGTS,9027940,139,139,100,Caixa,,-48.23158,-21.35938
MCMV.10017,SP,Guariba,Faixa 1,CCFGTS,4373790,56,56,100,Caixa,,-48.23158,-21.35938
MCMV.10018,SP,Guariba,Faixa 2,CCFGTS,11565200,157,157,100,Caixa,,-48.23158,-21.35938
MCMV.10019,SP,Guariba,Faixa 2,CCFGTS,5658370,59,59,100,Caixa,,-48.23158,-21.35938
MCMV.10020,SP,Guariba,Faixa 3,CCFGTS,118521,2,2,100,Caixa,,-48.23158,-21.35938
MCMV.10004,SP,Guaratinguet�,Faixa 1,CCFGTS,2214220,31,31,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10005,SP,Guaratinguet�,Faixa 1,CCFGTS,1154590,20,20,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10006,SP,Guaratinguet�,Faixa 2,CCFGTS,7393110,93,93,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10007,SP,Guaratinguet�,Faixa 2,CCFGTS,4118400,53,53,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10008,SP,Guaratinguet�,Faixa 3,CCFGTS,297542,5,5,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10009,SP,Guaratinguet�,Faixa 3,CCFGTS,227961,3,3,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10010,SP,Guaratinguet�,Faixa 1,FAR,23000000,0,0,49.84,Caixa,,-45.19378799999981,-22.80753
MCMV.10011,SP,Guaratinguet�,Faixa 1,FAR,11296300,269,255,100,Caixa,,-45.19378799999981,-22.80753
MCMV.10012,SP,Guaratinguet�,Faixa 2,CCFGTS,9000000,0,0,0,Caixa,,-45.19378799999981,-22.80753
